objectid,parentid,title,creator,date,date-is-approximate?,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,youtubeid,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
mercdemo_001, ,Catalogo Mercantil Ceramica Contemporanea: Autonomia y Desplazamiento -80 Años Mercantil,Fundacion Mercantil,2006,yes,"Example compound object. Pages from ""Autonomia y Desplazamiento"" Exhibit of Venezuelan Contemporary Artists. Mercantil Collection.",ceramic art--Venezuela; art--exhibitions--Venezuela; ceramistas Venezolanos; Catalogo Exhibicion Fundacion Mercantil,"Caracas, Venezuela",10.73886508,-66.97146228,"Fundación Mercantil (Caracas, Venezuela)",,record,compound_object,spa, , ,,compound_object, ,,,,
mercdemo_002,mercdemo_001,Catalogo Mercantil Ceramica Contemporanea: Autonomia y Desplazamiento -80 Años Mercantil,,2006,yes,Autonomia y Desplazamiento: Ceramica Contemporanea Coleccion Mercantil 80 Años.,ceramic art--Venezuela; art--exhibitions--Venezuela; ceramistas Venezolanos; Catalogo Exhibicion Fundacion Mercantil,,10.73886508,-66.97146228,"Fundación Mercantil (Caracas, Venezuela)",,Image,image/jpeg,spa,"This material is protected by copyright. Copyright is held by the Fundación Mercantil, Venezuela.",https://rightsstatements.org/en/,,image,/objects/mer_cat_aut_0002B_medium.jpg,,,,
mercdemo_003,mercdemo_001,Catalogo Mercantil Ceramica Contemporanea: Autonomia y Desplazamiento -80 Años Mercantil,,2006,yes, Itinerario de Exposicion Autonomia y Desplazamiento. 80 Años Mercantil,ceramic art--Venezuela; art--exhibitions--Venezuela; ceramistas Venezolanos; Catalogo Exhibicion Fundacion Mercantil,,10.73886508,-66.97146228,"Fundación Mercantil (Caracas, Venezuela)",,Image,image/jpeg,spa,"This material is protected by copyright. Copyright is held by the Fundación Mercantil, Venezuela.",https://rightsstatements.org/en/,,image,/objects/mer_cat_aut_0003A_medium.jpg,,,,
mercdemo_004,mercdemo_001,Autonomia y Desplazamiento: Itinerario de Exhibicion,,2006,yes,Autonomia y Desplazamiento Catalog Colophon Page,ceramic art--Venezuela; art--exhibitions--Venezuela; ceramistas Venezolanos; Catalogo Exhibicion Fundacion Mercantil,,10.73886508,-66.97146228,"Fundación Mercantil (Caracas, Venezuela)",,Image,image/jpeg,spa,"This material is protected by copyright. Copyright is held by the Fundación Mercantil, Venezuela.",https://rightsstatements.org/en/,,image,/objects/mer_cat_aut_0003B_medium.jpg,,,,
mercdemo_005,mercdemo_001,Una Metafora del Tiempo,Coleccion Mercantil,2006,yes,Una Metafora del Tiempo ,"Rivero, Tahía; ceramic art--Venezuela; ceramistas Venezolanos; Catalogo Exhibicion Fundacion Mercantil",,10.73886508,-66.97146228,"Fundación Mercantil (Caracas, Venezuela)",,Image,image/jpeg,spa,"This material is protected by copyright. Copyright is held by the Fundación Mercantil, Venezuela.",https://rightsstatements.org/en/,,image,/objects/mer_cat_aut_0004A_medium.jpg,,,,
mercdemo_006,mercdemo_001,Una Metafora del Tiempo,Coleccion Mercantil,2006,yes,Una Metafora del Tiempo Text ,"Rivero, Tahía; ceramic art--Venezuela; ceramistas Venezolanos; Catalogo Exhibicion Fundacion Mercantil",,10.73886508,-66.97146228,"Fundación Mercantil (Caracas, Venezuela)",,Image,image/jpeg,spa,"This material is protected by copyright. Copyright is held by the Fundación Mercantil, Venezuela.",https://rightsstatements.org/en/,,image,/objects/mer_cat_aut_0004B_medium.jpg,,,,
mercdemo_007,mercdemo_001,Domenica Aglialoro Bio.,Coleccion Mercantil,2006,yes,Domenica Aglialoro Bio. ,"Aglialoro, Doménica, 1962-; ceramic art--Venezuela; ceramistas Venezolanos; Catalogo Exhibicion Fundacion Mercantil",,10.73886508,-66.97146228,"Fundación Mercantil (Caracas, Venezuela)",,Image,image/jpeg,spa,"This material is protected by copyright. Copyright is held by the Fundación Mercantil, Venezuela.",https://rightsstatements.org/en/,,image,/objects/mer_cat_aut_0008A_medium.jpg,,,,
mercdemo_008,mercdemo_001,"Domenica Aglialoro: Pa, pe, pipí, po",Coleccion Mercantil,2006,yes,"Page 1: Pa, pe, pipí, po. 012_013_014_015. Medium: Porcelana modelada y tela. Dimensions: .Instalación de medidas variablesa","Aglialoro, Doménica, 1962-; ceramic art--Venezuela; ceramistas Venezolanos; Catalogo Exhibicion Fundacion Mercantil",,10.73886508,-66.97146228,"Fundación Mercantil (Caracas, Venezuela)",,Image,image/jpeg,spa,"This material is protected by copyright. Copyright is held by the Fundación Mercantil, Venezuela.",https://rightsstatements.org/en/,,image,/objects/mer_cat_aut_0009A_medium.jpg,,,,
mercdemo_009,mercdemo_001,"Domenica Aglialoro: Pa, pe, pipí, po",Coleccion Mercantil,2006,yes,"Page 2: Pa, pe, pipí, po. 012_013_014_015. Medium: Porcelana modelada y tela. Dimensions: .Instalación de medidas variablesa","Aglialoro, Doménica, 1962-; ceramic art--Venezuela; ceramistas Venezolanos; Catalogo Exhibicion Fundacion Mercantil",,10.73886508,-66.97146228,"Fundación Mercantil (Caracas, Venezuela)",,Image,image/jpeg,spa,"This material is protected by copyright. Copyright is held by the Fundación Mercantil, Venezuela.",https://rightsstatements.org/en/,,image,/objects/mer_cat_aut_0009B_medium.jpg,,,,
